Afghanistan,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,5.000000,7.000000,7.000000,7.000000,11.000000,16.000000,21.000000,22.000000,22.000000,22.000000,24.000000,24.000000,40.000000,40.000000,74.000000,84.000000,94.000000,110.000000,110.000000,120.000000,170.000000,174.000000,237.000000,273.000000,281.000000,299.000000,349.000000,367.000000,423.000000,444.000000,484.000000,521.000000,555.000000,607.000000,665.000000,714.000000,784.000000,840.000000,906.000000,933.000000,996.000000,1026.000000,1092.000000,1176.000000,1279.000000,1351.000000,1463.000000,1531.000000,1703.000000,1828.000000,1939.000000,2171.000000,2335.000000,2469.000000,2704.000000,2894.000000
Albania,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,10.000000,12.000000,23.000000,33.000000,38.000000,42.000000,51.000000,55.000000,59.000000,64.000000,70.000000,76.000000,89.000000,104.000000,123.000000,146.000000,174.000000,186.000000,197.000000,212.000000,223.000000,243.000000,259.000000,277.000000,304.000000,333.000000,361.000000,377.000000,383.000000,400.000000,409.000000,416.000000,433.000000,446.000000,467.000000,475.000000,494.000000,518.000000,539.000000,548.000000,562.000000,584.000000,609.000000,634.000000,663.000000,678.000000,712.000000,726.000000,736.000000,750.000000,766.000000,773.000000,782.000000,789.000000,795.000000,803.000000
Algeria,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,5.000000,12.000000,12.000000,17.000000,17.000000,19.000000,20.000000,20.000000,20.000000,24.000000,26.000000,37.000000,48.000000,54.000000,60.000000,74.000000,87.000000,90.000000,139.000000,201.000000,230.000000,264.000000,302.000000,367.000000,409.000000,454.000000,511.000000,584.000000,716.000000,847.000000,986.000000,1171.000000,1251.000000,1320.000000,1423.000000,1468.000000,1572.000000,1666.000000,1761.000000,1825.000000,1914.000000,1983.000000,2070.000000,2160.000000,2268.000000,2418.000000,2534.000000,2629.000000,2718.000000,2811.000000,2910.000000,3007.000000,3127.000000,3256.000000,3382.000000,3517.000000,3649.000000,3848.000000,4006.000000,4154.000000,4295.000000,4474.000000,4648.000000
Andorra,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,39.000000,39.000000,53.000000,75.000000,88.000000,113.000000,133.000000,164.000000,188.000000,224.000000,267.000000,308.000000,334.000000,370.000000,376.000000,390.000000,428.000000,439.000000,466.000000,501.000000,525.000000,545.000000,564.000000,583.000000,601.000000,601.000000,638.000000,646.000000,659.000000,673.000000,673.000000,696.000000,704.000000,713.000000,717.000000,717.000000,723.000000,723.000000,731.000000,738.000000,738.000000,743.000000,743.000000,743.000000,745.000000,745.000000,747.000000,748.000000,750.000000
Angola,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,2.000000,3.000000,3.000000,3.000000,4.000000,4.000000,5.000000,7.000000,7.000000,7.000000,8.000000,8.000000,8.000000,10.000000,14.000000,16.000000,17.000000,19.000000,19.000000,19.000000,19.000000,19.000000,19.000000,19.000000,19.000000,19.000000,19.000000,24.000000,24.000000,24.000000,24.000000,25.000000,25.000000,25.000000,25.000000,26.000000,27.000000,27.000000,27.000000,27.000000,30.000000,35.000000,35.000000,35.000000
Antigua and Barbuda,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,3.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,9.000000,15.000000,15.000000,15.000000,15.000000,19.000000,19.000000,19.000000,19.000000,21.000000,21.000000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,23.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,24.000000,25.000000,25.000000,25.000000,25.000000
Argentina,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,2.000000,8.000000,12.000000,12.000000,17.000000,19.000000,19.000000,31.000000,34.000000,45.000000,56.000000,68.000000,79.000000,97.000000,128.000000,158.000000,266.000000,301.000000,387.000000,387.000000,502.000000,589.000000,690.000000,745.000000,820.000000,1054.000000,1054.000000,1133.000000,1265.000000,1451.000000,1451.000000,1554.000000,1628.000000,1715.000000,1795.000000,1975.000000,1975.000000,2142.000000,2208.000000,2277.000000,2443.000000,2571.000000,2669.000000,2758.000000,2839.000000,2941.000000,3031.000000,3144.000000,3435.000000,3607.000000,3780.000000,3892.000000,4003.000000,4127.000000,4285.000000,4428.000000,4532.000000,4681.000000,4783.000000,4887.000000
Armenia,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,8.000000,18.000000,26.000000,52.000000,78.000000,84.000000,115.000000,136.000000,160.000000,194.000000,235.000000,249.000000,265.000000,290.000000,329.000000,407.000000,424.000000,482.000000,532.000000,571.000000,663.000000,736.000000,770.000000,822.000000,833.000000,853.000000,881.000000,921.000000,937.000000,967.000000,1013.000000,1039.000000,1067.000000,1111.000000,1159.000000,1201.000000,1248.000000,1291.000000,1339.000000,1401.000000,1473.000000,1523.000000,1596.000000,1677.000000,1746.000000,1808.000000,1867.000000,1932.000000,2066.000000,2148.000000,2273.000000,2386.000000,2507.000000
Australia,0.000000,0.000000,0.000000,0.000000,4.000000,5.000000,5.000000,6.000000,9.000000,9.000000,12.000000,12.000000,12.000000,13.000000,13.000000,14.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,15.000000,25.000000,27.000000,30.000000,39.000000,52.000000,55.000000,60.000000,63.000000,76.000000,91.000000,107.000000,128.000000,128.000000,200.000000,250.000000,297.000000,377.000000,452.000000,568.000000,681.000000,791.000000,1071.000000,1549.000000,1682.000000,2044.000000,2364.000000,2810.000000,3143.000000,3640.000000,3984.000000,4361.000000,4559.000000,4862.000000,5116.000000,5330.000000,5550.000000,5687.000000,5797.000000,5895.000000,6010.000000,6108.000000,6215.000000,6303.000000,6315.000000,6351.000000,6415.000000,6440.000000,6462.000000,6522.000000,6568.000000,6610.000000,6623.000000,6645.000000,6652.000000,6662.000000,6677.000000,6694.000000,6714.000000,6721.000000,6744.000000,6752.000000,6766.000000,6778.000000,6799.000000,6822.000000,6847.000000
Austria,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,3.000000,3.000000,9.000000,14.000000,18.000000,21.000000,29.000000,41.000000,55.000000,79.000000,104.000000,131.000000,182.000000,246.000000,302.000000,504.000000,655.000000,860.000000,1018.000000,1332.000000,1646.000000,2013.000000,2388.000000,2814.000000,3582.000000,4474.000000,5283.000000,5588.000000,6909.000000,7657.000000,8271.000000,8788.000000,9618.000000,10180.000000,10711.000000,11129.000000,11524.000000,11781.000000,12051.000000,12297.000000,12639.000000,12942.000000,13244.000000,13555.000000,13806.000000,13945.000000,14041.000000,14226.000000,14336.000000,14476.000000,14595.000000,14671.000000,14749.000000,14795.000000,14873.000000,14925.000000,15002.000000,15071.000000,15148.000000,15225.000000,15274.000000,15357.000000,15402.000000,15452.000000,15531.000000,15558.000000,15597.000000,15621.000000
